	Collaborative	Comments	Date	Day	Dogs	Equipment	Month	NoActivity	Other	Other_Activity	PhotoFiles	Power_Boats	Precipation	Precipitation	Ratio	Ratio_LESA	Ratio_WESA	RecordID	Sea_State	Site	SiteID	SiteName	Source	Survey Site	Tide_End	Tide_Start	Tide_State_End	Tide_State_Start	Time_End	Time_Start	Unpowered_Boat	Vis_Reason	Vis_Reason_Other	Visibility	Walkers	Weather	YES_NO_WESA_Obs	Year
936	Independent	WESA/LESA ratio could only be determined for flock 1, flock 2 was too distant for species ID	2016-07-16 00:00:00	16.0	1.0	Both	7.0		0		SidneyI01 - 06	0.0	None			26	18	SDNY2016716	Rippled		SDNY	Sidney Island	Datasheet				Mid-high 	Mid-low 	13:30:00	11:00:00	0.0			1km	9.0	Overcast	I saw at least 1 WESA during the survey	2016.0
937	Collaborative	Observed 2 peeps + 3 LESA + 1 WESA AFTER the survey was completed: *3 on the map, ca. 12pm; Weather changed from foggy to partly cloudy throughout survey	2016-07-17 00:00:00	17.0	5.0	Both	7.0		0		Whiffin01 - 11	37.0	None			.	.	WHIF2016717	Rippled		WHIF	Whiffin Spit Park	Datasheet				Mid-high 	Mid-low 	11:00:00	08:30:00	0.0			1km	4.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
938	Collaborative		2016-07-16 00:00:00	16.0		Both	7.0		no activity on mudflat; 30 bikers on the dyke				None					BB922016716	Rippled		BB92	Boundary Bay 92	Datasheet				high-tide	mid-low	17:00:00	14:30:00		glare		500 m		Overcast	I saw at least 1 WESA during the survey	2016.0
939	Collaborative		2016-07-17 00:00:00	17.0	2.0	Both	7.0		activity entered were people and dogs on the mudflat and doesn't include folks on the dyke				None					BB922016717	Calm		BB92	Boundary Bay 92	Datasheet				high-tide	mid-low	17:00:00	14:30:00		glare		500 m	2.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
940	Collaborative		2016-08-20 00:00:00	20.0		Both	8.0		activity entered were people and dogs on the mudflat and doesn't include folks on the dyke				None					BB922016820	Rippled		BB92	Boundary Bay 92	Datasheet				high-tide	mid-low	18:45:00	16:15:00		glare		1000 m	4.0	Clear	I saw at least 1 WESA during the survey	2016.0
941	Collaborative		2016-08-21 00:00:00	21.0		Both	8.0		activity entered were people and dogs on the mudflat and doesn't include folks on the dyke				None					BB922016821	Rippled		BB92	Boundary Bay 92	Datasheet				high-tide	low-tide	19:00:00	16:30:00				1000 m	1.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
942	Single Observer		2016-08-20 00:00:00	20.0	0.0	Both	8.0		0		0	0.0	None					EIDE2016820	Calm		EIDE	Eide Rd	Datasheet				High-tide	Mid-high 	16:47:00	15:15:00	0.0			500m	0.0	Clear	I did not observe any Western Sandpipers during the entire survey	2016.0
943	Single Observer		2016-08-21 00:00:00	21.0	1.0	Both	8.0		0		0	0.0	None					EIDE2016821	Calm		EIDE	Eide Rd	Datasheet				High-tide	Mid-high 	16:50:00	15:50:00	0.0			500m	1.0	Clear	I did not observe any Western Sandpipers during the entire survey	2016.0
944																							Datasheet															
945																							Datasheet															
946																							Datasheet															
947																							Datasheet															
948																							Datasheet															
949																							Datasheet															
950																							Datasheet															
951																							Datasheet															
952																							Datasheet															
953																							Datasheet															
954																							Datasheet															
955																							Datasheet															
956																							Datasheet															
957																							Datasheet															
958																							Datasheet															
959																							Datasheet															
960																							Datasheet															
961																							Datasheet															
962																							Datasheet															
963																							Datasheet															
964																							Datasheet															
965																							Datasheet															
966																							Datasheet															
967																							Datasheet															
968																							Datasheet															
969																							Datasheet															
970																							Datasheet															
971																							Datasheet															
972																							Datasheet															
973																							Datasheet															
974																							Datasheet															
975																							Datasheet															
976																							Datasheet															
977																							Datasheet															
978																							Datasheet															
979																							Datasheet															
980																							Datasheet															
981																							Datasheet															
982																							Datasheet															
983																							Datasheet															
984																							Datasheet															
985																							Datasheet															
986																							Datasheet															
987																							Datasheet															
988																							Datasheet															
989																							Datasheet															
990																							Datasheet															
991																							Datasheet															
992																							Datasheet															
993																							Datasheet															
994																							Datasheet															
995																							Datasheet															
996																							Datasheet															
997	Single Observer		2017-07-21 00:00:00	21.0		Both	7.0						None					FANY2017721	Calm		FANY	Fanny Bay	Manual				High-tide	Low-tide	16:00:00	13:30:00				1km	5.0	Overcast	I saw at least 1 WESA during the survey	2017.0
998	Single Observer		2017-07-23 00:00:00	23.0		Both	7.0						None					FANY2017723	Rippled		FANY	Fanny Bay	Manual				Mid-high 	Low-tide	17:00:00	14:30:00				1km	11.0	Clear	I saw at least 1 WESA during the survey	2017.0
999	Single Observer		2017-07-22 00:00:00	22.0	1.0	Both	7.0						None			63.0	40.0	SANM2017722	Choppy		SANM	San Malo	Manual				High-tide	Low-tide	16:30:00	13:45:00				1km	8.0	Overcast	I saw at least 1 WESA during the survey	2017.0
1000	Single Observer		2017-07-24 00:00:00	24.0		Both	7.0						None			16.0	32.0	SANM2017724	Rippled		SANM	San Malo	Manual				High-tide	Low-tide	17:45:00	15:00:00				1km	7.0	Clear	I saw at least 1 WESA during the survey	2017.0
1001	Single Observer		2017-07-23 00:00:00	23.0	4.0	Both	7.0		12 Aircraft			25.0	None					BB042017723	Calm		BB04	Boundary Bay 104	Manual				Mid-high 	Mid-low 	17:45:00	15:15:00	10.0			1km	4.0	Clear	I saw at least 1 WESA during the survey	2017.0
1002	Single Observer		2017-07-22 00:00:00	22.0		Both	7.0		4 aircrafts			7.0	None					BB122017722	Calm		BB12	Boundary Bay 112	Manual				High-tide	Mid-low 	17:00:00	14:30:00		Other	Heat haze	500m	4.0	Overcast	I saw at least 1 WESA during the survey	2017.0
1003	Collaborative		2017-07-22 00:00:00	22.0		Both	7.0						Rain					NJEN2017722	Calm		NJEN	Jensens Bay N	Manual				High-tide	Mid-high 	11:00:00	09:15:00						Overcast	I saw at least 1 WESA during the survey	2017.0
1004	Collaborative	Group of 5 people at the entrance of the mudflat (filming). 	2017-07-23 00:00:00	23.0		Both	7.0						None					NJEN2017723	Calm		NJEN	Jensens Bay N	Manual				High-tide	Mid-low 	12:00:00	10:00:00					5.0	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	2017.0
1005	Collaborative	Arrived 10:05 0 peeps.	2017-07-24 00:00:00	24.0		Both	7.0						None					NJEN2017724	Calm		NJEN	Jensens Bay N	Manual				Mid-high 	Mid-tide	12:45:00	10:15:00						Partly-Cloudy	I saw at least 1 WESA during the survey	2017.0
1006	Single Observer	Wrong location (at boat launch)	2017-07-22 00:00:00	22.0		Both	7.0						None					GRIC2017722	Calm		GRIC	Grice Bay	Manual				High-tide	Mid-high 	10:30:00	09:15:00						Overcast	I did not observe any Western Sandpipers during the entire survey	2017.0
1007	Single Observer		2017-07-23 00:00:00	23.0		Both	7.0						None					GRIC2017723	Calm		GRIC	Grice Bay	Manual				Mid-high 	Mid-tide	12:00:00	09:30:00						Overcast	I did not observe any Western Sandpipers during the entire survey	2017.0
1008	Collaborative		2017-07-24 00:00:00	24.0		Both	7.0											GRIC2017724			GRIC	Grice Bay	Manual				Mid-low 	Mid-low 	11:45:00	10:45:00							I did not observe any Western Sandpipers during the entire survey	2017.0
1009	Single Observer		2017-07-21 00:00:00	21.0		Both	7.0											PIPE2017721			PIPE	Pipers Lagoon	Manual				High-tide	Mid-low 	15:30:00	13:30:00					4.0		I did not observe any Western Sandpipers during the entire survey	2017.0
1010	Single Observer		2017-07-24 00:00:00	24.0		Both	7.0											PIPE2017724			PIPE	Pipers Lagoon	Manual				Mid-high 	Mid-low 	17:45:00	16:45:00					7.0		I did not observe any Western Sandpipers during the entire survey	2017.0
1011	Single Observer		2017-07-21 00:00:00	21.0		Both	7.0						Rain					NANO2017721	Calm		NANO	Nanoose Bay	Manual				Mid-high 	Mid-tide	15:45:00	13:00:00				1km	26.0	Overcast	I did not observe any Western Sandpipers during the entire survey	2017.0
1012	Single Observer		2017-07-24 00:00:00	24.0	3.0	Both	7.0											NANO2017724	Calm		NANO	Nanoose Bay	Manual				High-tide	Mid-high 	18:00:00	16:00:00				1km	10.0	Clear	I did not observe any Western Sandpipers during the entire survey	2017.0
1013	Single Observer	People all over lagoon and even swimming	2017-07-23 00:00:00	23.0	2.0	Both	7.0						None			20.0	166.0	SDNY2017723	Rippled		SDNY	Sidney Island	Manual					Low-tide	15:03:00	13:00:00				1km	20.0	Clear	I saw at least 1 WESA during the survey	2017.0
1014	Single Observer	People entered lagoon	2017-07-22 00:00:00	22.0		Both	7.0						None			12.0	113.0	SDNY2017722	Rippled		SDNY	Sidney Island	Manual					Low-tide	15:00:00	12:30:00				1km	3.0	Overcast	I saw at least 1 WESA during the survey	2017.0
1015	Single Observer		2017-08-18 00:00:00	18.0	1.0	Both	8.0					1.0	None					PIPE2017818	Wavy		PIPE	Pipers Lagoon	Manual				High-tide	Low-tide	15:00:00	12:15:00				1km	34.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2017.0
1016	Single Observer		2017-08-19 00:00:00	19.0	2.0	Both	8.0						None					NANO2017819	Rippled		NANO	Nanoose Bay	Manual				High-tide	Mid-low 	15:15:00	12:45:00				1km	34.0	Clear	I did not observe any Western Sandpipers during the entire survey	2017.0
1017	Single Observer		2017-08-20 00:00:00	20.0		Both	8.0						None					FANY2017820	Rippled		FANY	Fanny Bay	Manual				High-tide	Mid-low 	16:30:00	14:00:00				1km		Clear	I saw at least 1 WESA during the survey	2017.0
1018	Single Observer		2017-08-21 00:00:00	21.0		Both	8.0						None					FANY2017821	Rippled		FANY	Fanny Bay	Manual				High-tide	Low-tide	17:00:00	14:30:00				1km	7.0	Clear	I saw at least 1 WESA during the survey	2017.0
1019	Single Observer		2017-08-21 00:00:00	21.0		Both	8.0						None					NANO2017821	Calm		NANO	Nanoose Bay	Manual				Mid-high 	Mid-low 	16:30:00	14:00:00	2.0			1km	44.0	Clear	I did not observe any Western Sandpipers during the entire survey	2017.0
1020	Single Observer	Arrived at 5:20, observed from lookout. No shorebirds. Photographer mentioned there were some flocks before.	2017-08-18 00:00:00	18.0		Both	8.0						None					NJEN2017818	Calm		NJEN	Jensens Bay N	Manual				High-tide	Mid-high 	20:00:00	17:30:00				1km		Clear	I saw at least 1 WESA during the survey	2017.0
1021	Collaborative	Arrived at 8:20. scan no peeps. 835 flock ~70 outside of the plot (to North)	2017-08-19 00:00:00	19.0		Both	8.0						None					NJEN2017819	Calm		NJEN	Jensens Bay N	Manual				High-tide	Mid-high 	10:15:00	08:30:00		Weather		500m		Fog	I saw at least 1 WESA during the survey	2017.0
1022	Single Observer	Arrived at 8:06. Overcast clouts <100m above. Tide completely out. went to the extreme N of the rockiy/muddy shore. at 840 made a scan from there. No shorebirds in sight	2017-08-20 00:00:00	20.0		Both	8.0						None					NJEN2017820	Calm		NJEN	Jensens Bay N	Manual				High-tide	Mid-tide	11:30:00	09:00:00		Weather		500m		Overcast	I saw at least 1 WESA during the survey	2017.0
1023	Single Observer		2017-08-18 00:00:00	18.0		Both	8.0						None					GRIC2017818	Choppy		GRIC	Grice Bay	Manual				High-tide	Mid-low 	20:00:00	17:30:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	2017.0
1024	Single Observer		2017-08-20 00:00:00	20.0		Both	8.0						None					GRIC2017820	Rippled		GRIC	Grice Bay	Manual				High-tide	Low-tide	11:00:00	08:30:00				1km		Overcast	I saw at least 1 WESA during the survey	2017.0
1025	Single Observer		2017-08-21 00:00:00	21.0	6.0	Both	8.0						None					PIPE2017821	Rippled		PIPE	Pipers Lagoon	Manual				High-tide	Mid-high 	17:00:00	14:30:00				1km	100.0	Clear	I did not observe any Western Sandpipers during the entire survey	2017.0
1026	Single Observer		2017-08-19 00:00:00	19.0	7.0	Both	8.0		7 bikers				None					BBMB2017819	Choppy		BBMB	Boundary Bay Mud Bay	Manual				High-tide	Low-tide	16:15:00	14:00:00				1km	22.0	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	2017.0
1027	Single Observer	"Herbicide application for cordgrass in survey area - most of Boundary Bay intertidal it looks like. Trade name ""Habitat"""	2017-08-19 00:00:00	19.0	2.0	Both	8.0		17 Aircrafts				None					BB042017819	Rippled		BB04	Boundary Bay 104	Manual				High-tide	Low-tide	16:30:00	14:00:00				1km	7.0	Clear	I saw at least 1 WESA during the survey	2017.0
1028	Collaborative	First nations clam diggers	2017-08-19 00:00:00	19.0	1.0	Both	8.0						None					CHEM2017819	Choppy		CHEM	Chemainus River Delta	Manual				Mid-tide	Low-tide	14:30:00	12:00:00	1.0			1km	19.0	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	2017.0
1029	Collaborative		2017-08-20 00:00:00	20.0	1.0	Both	8.0					2.0	None					CHEM2017820	Choppy		CHEM	Chemainus River Delta	Manual				Mid-tide	Low-tide	15:00:00	12:30:00				1km	10.0	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	2017.0
1030	Collaborative		2017-08-21 00:00:00	21.0		Both	8.0						None					COWC2017821	Rippled		COWC	Cowichan Bay	Manual				Mid-tide	Low-tide	15:30:00	13:30:00	3.0			1km	5.0	Clear	I did not observe any Western Sandpipers during the entire survey	2017.0
1031	Single Observer		2017-08-19 00:00:00	19.0		Both	8.0				199.jpg, 204.jpeg		None			4.0	8.0	SDNY2017819	Calm		SDNY	Sidney Island	Manual				Mid-high 	Low-tide	13:30:00	11:00:00				1km	2.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2017.0
1032	Single Observer	flock density is dificult to estimate, flock always tent to land very dense and then spread out feeding	2017-08-20 00:00:00	20.0			8.0				241.jpeg, 244.jpeg		None					SDNY2017820	Rippled		SDNY	Sidney Island	Manual				Mid-high 	Low-tide	14:30:00	12:00:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	2017.0
1033	Single Observer		2017-07-23 00:00:00	23.0			7.0											BB722017723			BB72	Boundary Bay 72	Manual						17:45:00	15:15:00							I did not observe any Western Sandpipers during the entire survey	2017.0
1034	Single Observer		2017-08-20 00:00:00	20.0		Both	8.0						None					BB722017820	Rippled		BB72	Boundary Bay 72	Manual					Mid-tide	16:30:00	15:44:00				1km		Clear	I saw at least 1 WESA during the survey	2017.0
1035	Single Observer	1/ dozen noisy children from 1258-1430. 1410 Kids disturbing feeding birds flock split up and continue feeding 1430 - noisy kids left (birds also gone)	2017-07-21 00:00:00	21.0		Both	7.0						None					ENBO2017721	Rippled		ENBO	English Boom	Manual				High-tide	Mid-high 	15:30:00	13:00:00				1km	13.0	Overcast	I saw at least 1 WESA during the survey	2017.0
1036	Collaborative		2017-07-22 00:00:00	22.0	2.0	Both	7.0					1.0	None			30.0	120.0	ENBO2017722	Calm		ENBO	English Boom	Manual					Low-tide	16:00:00	13:30:00				1km	9.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2017.0
1037	Single Observer		2017-07-21 00:00:00	21.0		Both	7.0						None					COMX2017721	Calm		COMX	Comox Harbour	Manual					Low-tide	14:30:00	12:00:00				1km		Overcast	I did not observe any Western Sandpipers during the entire survey	2017.0
1038	Single Observer		2017-07-22 00:00:00	22.0		Both	7.0						None					COMX2017722	Wavy		COMX	Comox Harbour	Manual					Low-tide	15:30:00	13:00:00				1km		Overcast	I did not observe any Western Sandpipers during the entire survey	2017.0
1039	Single Observer		2017-07-23 00:00:00	23.0		Both	7.0						None					COMX2017723	Rippled		COMX	Comox Harbour	Manual					Low-tide	16:00:00	13:30:00				1km		Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	2017.0
1040	Single Observer	Estimated 100 peeps flew into area in first 15 mins. Did not catch this in bkjakd as i was scoping the area when the peeps flew through scope FOV! Peeps remained in some general area during entire observation period 2) peeps flew into are 2) and remained there	2017-08-19 00:00:00	19.0	2.0	Both	8.0		2 SUP				None					COMX2017819	Rippled		COMX	Comox Harbour	Manual				Mid-high 	Low-tide	14:00:00	11:30:00	4.0			1km	6.0	Clear	I saw at least 1 WESA during the survey	2017.0
1041	Single Observer		2017-08-20 00:00:00	20.0		Both	8.0						None					COMX2017820	Rippled		COMX	Comox Harbour	Manual					Low-tide	14:30:00	12:00:00						Clear	I saw at least 1 WESA during the survey	2017.0
1042	Single Observer		2017-08-21 00:00:00	21.0		Both	8.0						None					ENBO2017821	Rippled		ENBO	English Boom	Manual				High-tide	Mid-low 	16:00:00	14:00:00				1km	2.0	Clear	I did not observe any Western Sandpipers during the entire survey	2017.0
1043	Collaborative	We had three scopes going but were unable to be sure that we saw western sandpipers we think that they were but to far and hazy to be 100% certain	2017-08-18 00:00:00	18.0		Both	8.0						None					RBBP2017818	Calm		RBBP	Roberts Bank	Manual				High-tide	Mid-high 	15:45:00	13:45:00		Glare		250m		Clear	I saw at least 1 WESA during the survey	2017.0
